Run,Time
1,0.007027387619018555
2,0.006125211715698242
3,0.005611896514892578
4,0.004907846450805664
5,0.005317211151123047
6,0.005019187927246094
7,0.0049970149993896484
8,0.006002187728881836
9,0.005997180938720703
10,0.005007266998291016
11,0.006217241287231445
12,0.005999326705932617
13,0.006000518798828125
14,0.0060040950775146484
15,0.004994869232177734
16,0.006526470184326172
17,0.005969047546386719
18,0.004943370819091797
19,0.007012605667114258
20,0.005650758743286133
21,0.004949331283569336
22,0.006089448928833008
23,0.004908561706542969
24,0.006509542465209961
25,0.006009340286254883
26,0.005098819732666016
27,0.006372213363647461
28,0.006006002426147461
29,0.005891084671020508
30,0.006001472473144531
31,0.0059964656829833984
32,0.0060002803802490234
33,0.005069732666015625
34,0.006050586700439453
35,0.006209135055541992
36,0.005887508392333984
37,0.0071146488189697266
38,0.005005836486816406
39,0.006994485855102539
40,0.005098819732666016
41,0.005986690521240234
42,0.006197452545166016
43,0.005983829498291016
44,0.007412910461425781
45,0.0050106048583984375
46,0.007001161575317383
47,0.005758523941040039
48,0.006016254425048828
49,0.006994962692260742
50,0.0060272216796875
51,0.004982948303222656
52,0.007035255432128906
53,0.006510734558105469
54,0.006636142730712891
55,0.00552821159362793
56,0.00599980354309082
57,0.0051038265228271484
58,0.006002187728881836
59,0.0059888362884521484
60,0.0059051513671875
61,0.006002664566040039
62,0.005997180938720703
63,0.006002902984619141
64,0.005095243453979492
65,0.006223440170288086
66,0.0059087276458740234
67,0.0060002803802490234
68,0.005007505416870117
69,0.005107402801513672
70,0.004988670349121094
71,0.005004167556762695
72,0.005008697509765625
73,0.006000995635986328
74,0.004577159881591797
75,0.0050051212310791016
76,0.0049097537994384766
77,0.005112409591674805
78,0.005972385406494141
79,0.0049593448638916016
80,0.005316495895385742
81,0.005044460296630859
82,0.004904508590698242
83,0.005587339401245117
84,0.005003452301025391
85,0.00499415397644043
86,0.005002737045288086
87,0.0060024261474609375
88,0.004903554916381836
89,0.005005836486816406
90,0.0055239200592041016
91,0.004998922348022461
92,0.006331205368041992
93,0.004940509796142578
94,0.004941463470458984
95,0.006277322769165039
96,0.006508350372314453
97,0.006462574005126953
98,0.005999565124511719
99,0.00606846809387207
100,0.0049326419830322266
